IC_time,DutyFactor,normalized_stride_length,Participant,Condition
0.2366666666666666,35.68075117370892,2.022204413024587,P12,7
0.5866666666666667,36.15023474178404,2.0222044130245864,P12,7
0.9466666666666668,35.6807511737089,2.0222044130245864,P12,7
1.2966666666666666,35.981308411214954,2.031698330456626,P12,7
1.6566666666666667,35.34883720930232,2.041192247888666,P12,7
2.01,35.514018691588795,2.031698330456627,P12,7
2.373333333333333,36.15023474178406,2.0222044130245864,P12,7
2.723333333333333,35.680751173708934,2.0222044130245864,P12,7
3.083333333333333,35.680751173708934,2.0222044130245864,P12,7
3.433333333333333,35.514018691588795,2.031698330456627,P12,7
3.793333333333333,35.046728971962594,2.0316983304566283,P12,7
4.1466666666666665,35.046728971962594,2.0316983304566283,P12,7
4.506666666666667,35.51401869158875,2.0316983304566256,P12,7
4.86,35.51401869158875,2.0316983304566256,P12,7
5.22,35.34883720930239,2.0411922478886675,P12,7
5.573333333333333,36.15023474178406,2.0222044130245864,P12,7
5.9366666666666665,34.883720930232556,2.0411922478886675,P12,7
6.283333333333333,35.32110091743122,2.0696740001847878,P12,7
6.653333333333333,34.41860465116284,2.0411922478886675,P12,7
7.01,35.185185185185226,2.0506861653207094,P12,7
7.37,35.48387096774194,2.0601800827527486,P12,7
7.73,35.18518518518519,2.050686165320704,P12,7
8.093333333333334,35.34883720930214,2.0411922478886675,P12,7
8.45,35.34883720930239,2.0411922478886675,P12,7
8.81,35.04672897196273,2.0316983304566203,P12,7
9.166666666666666,35.04672897196255,2.0316983304566305,P12,7
9.523333333333332,35.98130841121503,2.0316983304566305,P12,7
9.88,35.04672897196264,2.0316983304566256,P12,7
10.236666666666666,35.18518518518514,2.0506861653207142,P12,7
10.593333333333334,35.6481481481481,2.050686165320704,P12,7
10.956666666666669,36.27906976744191,2.041192247888662,P12,7
11.313333333333333,36.61971830985942,2.0222044130245838,P12,7
11.673333333333334,36.619718309859174,2.0222044130245838,P12,7
12.023333333333332,35.18518518518539,2.0506861653207142,P12,7
12.383333333333333,34.72222222222228,2.050686165320704,P12,7
12.743333333333334,35.34883720930214,2.0411922478886675,P12,7
13.103333333333332,35.18518518518539,2.0506861653207142,P12,7
13.46,35.514018691588376,2.0316983304566256,P12,7
